user_input,response
qual o preco do ingresso para a Feira Unesp?,"Os precos dos ingressos da Feira do Livro da Unesp variam a cada edicao. Em geral, ha ingressos simbolicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.livraria.unesp.br."
quem e o homenageado da Bienal do Livro SP?,"A Bienal Internacional do Livro de Sao Paulo ja prestou homenagem a grandes nomes da literatura, como Ariano Suassuna, Jorge Amado e Clarice Lispector. O autor ou autora homenageado(a) de cada edicao e anunciado(a) em www.bienaldolivro.com.br."
quais escritores costumam ir a FLIC?,"A FLIC - Festa Literaria de Belo Horizonte ja recebeu como convidados nomes como Milton Hatoum, Djamila Ribeiro e Itamar Vieira Junior, entre outros autores brasileiros e internacionais. Os convidados de cada nova edicao sao anunciados em www.flicbh.com.br."
quando e a FLOR?,"A FLOR - Feira Literaria do Orgulho e Resistencia geralmente acontece em junho. Para as datas exatas desta edicao, consulte www.feiraflor.com.br."
qual a historia da Bienal PE?,"A Bienal Internacional do Livro de Pernambuco e um dos grandes festivais do livro no coracao do Nordeste, destacando autores regionais e internacionais com rica programacao cultural. Acesse www.bienaldolivrope.com.br para mais informacoes."
quando vai ser a bienal do livro?,"Temos varias Bienais do Livro no Brasil, cada uma com seu calendario proprio: Sao Paulo (julho), Rio de Janeiro (setembro), Bahia (outubro) e Pernambuco (outubro). Sobre qual delas voce quer saber a data exata?"
quais autores ja foram convidados para a Bienal Rio?,"A Bienal do Rio de Janeiro ja recebeu como convidados nomes como Conceicao Evaristo e Lygia Fagundes Telles, entre outros autores. Os convidados de cada nova edicao sao anunciados em www.bienaldorio.com.br."
qual o endereco da Bienal do Livro Bahia?,"O endereco da Bienal do Livro Bahia e: Centro de Convencoes da Bahia - Av. Antonio Carlos Magalhaes, s/n - Stiep, Salvador (BA) - CEP 41770-019. Para informacoes de transporte e estacionamento, consulte www.bienaldolivrobahia.com.br."
a Bienal do Livro SP ja homenageou quais autores?,"A Bienal Internacional do Livro de Sao Paulo ja prestou homenagem a grandes nomes da literatura, como Clarice Lispector, Jorge Amado e Ariano Suassuna. O autor ou autora homenageado(a) de cada edicao e anunciado(a) em www.bienaldolivro.com.br."
vale a pena ir na Festa Literaria POA?,"A Festa Literaria de Porto Alegre e fundamental para fomentar a leitura e a cultura no Brasil, conectando autores, editoras e leitores de todo o pais. E uma experiencia enriquecedora para qualquer amante da literatura."
tem bate-papo com autores na Bienal Rio?,"A Bienal do Rio de Janeiro costuma oferecer: bate-papos com autores, mesas de debate, lancamentos de livros, oficinas literarias e espacos para criancas. A programacao completa e divulgada em www.bienaldorio.com.br proximo ao evento."
por que a Bienal Rio e importante?,"A Bienal do Rio de Janeiro e fundamental para fomentar a leitura e a cultura no Brasil, conectando autores, editoras e leitores de todo o pais. E uma experiencia enriquecedora para qualquer amante da literatura."
por que a Feira do Livro POA e importante?,"A Feira do Livro de Porto Alegre e fundamental para fomentar a leitura e a cultura no Brasil, conectando autores, editoras e leitores de todo o pais. E uma experiencia enriquecedora para qualquer amante da literatura."
a Festa Literaria POA e em qual cidade?,A Festa Literaria de Porto Alegre e realizada em Porto Alegre (RS).
tem entrada gratuita na FLOR?,"Os precos dos ingressos da FLOR - Feira Literaria do Orgulho e Resistencia variam a cada edicao. Em geral, ha ingressos simbolicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.feiraflor.com.br."
quem recebeu homenagem na Flipocos - Festa Literaria de Pocos de Caldas?,"A Flipocos - Festa Literaria de Pocos de Caldas ja prestou homenagem a grandes nomes da literatura, como Rubem Braga, Lygia Fagundes Telles e Guimaraes Rosa. O autor ou autora homenageado(a) de cada edicao e anunciado(a) em www.flipocos.com.br."
vale a pena ir na Bienal do Livro SP?,"A Bienal Internacional do Livro de Sao Paulo e fundamental para fomentar a leitura e a cultura no Brasil, conectando autores, editoras e leitores de todo o pais. E uma experiencia enriquecedora para qualquer amante da literatura."
quanto custa o ingresso da Festival Literario SC?,"Os precos dos ingressos da Festival Literario Catarinense variam a cada edicao. Em geral, ha ingressos simbolicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.festivalliterariosc.com.br."
quem recebeu homenagem na Bienal Internacional do Livro de Pernambuco?,"A Bienal Internacional do Livro de Pernambuco ja prestou homenagem a grandes nomes da literatura, como Ariano Suassuna, Joao Cabral de Melo Neto e Clarice Lispector. O autor ou autora homenageado(a) de cada edicao e anunciado(a) em www.bienaldolivrope.com.br."
me da o endereco da Flipocos,"O endereco da Flipocos - Festa Literaria de Pocos de Caldas e: Thermas Antonio Carlos - Av. Francisco Salles, 544 - Centro, Pocos de Caldas (MG) - CEP 37701-366. Para informacoes de transporte e estacionamento, consulte www.flipocos.com.br."
quais autores participam da FLOR - Feira Literaria do Orgulho e Resistencia?,"A FLOR - Feira Literaria do Orgulho e Resistencia ja recebeu como convidados nomes como Djamila Ribeiro, Itamar Vieira Junior e Ailton Krenak, entre outros autores brasileiros e internacionais. Os convidados de cada nova edicao sao anunciados em www.feiraflor.com.br."
quem e o homenageado da Feira do Livro POA?,"A Feira do Livro de Porto Alegre ja prestou homenagem a grandes nomes da literatura, como Lya Luft, Erico Verissimo e Moacyr Scliar. O autor ou autora homenageado(a) de cada edicao e anunciado(a) em www.feiradolivro.com.br."
como chegar na Bienal do Livro SP?,"O endereco da Bienal Internacional do Livro de Sao Paulo e: Av. Olavo Fontoura, 1209 - Santana, Sao Paulo (SP) - CEP 02012-021 (Pavilhao do Anhembi). Para informacoes de transporte e estacionamento, consulte www.bienaldolivro.com.br."
quando e a FLIP?,"A FLIP - Festa Literaria Internacional de Paraty geralmente acontece em julho/agosto. Para as datas exatas desta edicao, consulte www.flip.org.br."
qual a data da bienal do livro?,"Temos varias Bienais do Livro no Brasil, cada uma com seu calendario proprio: Sao Paulo (julho), Rio de Janeiro (setembro), Bahia (outubro) e Pernambuco (outubro). Sobre qual delas voce quer saber a data exata?"
tem oficinas na Bienal Bahia?,"A Bienal do Livro Bahia costuma oferecer: bate-papos com autores, mesas de debate, lancamentos de livros, oficinas literarias e espacos para criancas. A programacao completa e divulgada em www.bienaldolivrobahia.com.br proximo ao evento."
quem sao os homenageados da Festa Literaria POA?,"A Festa Literaria de Porto Alegre ja prestou homenagem a grandes nomes da literatura, como Rubem Braga, Erico Verissimo e Moacyr Scliar. O autor ou autora homenageado(a) de cada edicao e anunciado(a) em festaliterariaportaalegre.com.br."
qual o impacto da Bienal Rio?,"A Bienal do Rio de Janeiro e fundamental para fomentar a leitura e a cultura no Brasil, conectando autores, editoras e leitores de todo o pais. E uma experiencia enriquecedora para qualquer amante da literatura."
quais autores ja foram convidados para a Bienal PE?,"A Bienal Internacional do Livro de Pernambuco ja recebeu como convidados nomes como Itamar Vieira Junior, Djamila Ribeiro e Conceicao Evaristo, entre outros autores brasileiros e internacionais. Os convidados de cada nova edicao sao anunciados em www.bienaldolivrope.com.br."
me da o endereco da Bienal PE,"O endereco da Bienal Internacional do Livro de Pernambuco e: Centro de Convencoes de Pernambuco - Complexo Viario Via Expressa, s/n - Camaragibe (PE) - CEP 54768-000. Para informacoes de transporte e estacionamento, consulte www.bienaldolivrope.com.br."
quais autores ja foram convidados para a Festa Literaria POA?,"A Festa Literaria de Porto Alegre ja recebeu como convidados nomes como Milton Hatoum, Conceicao Evaristo e Djamila Ribeiro, entre outros autores brasileiros e internacionais. Os convidados de cada nova edicao sao anunciados em festaliterariaportaalegre.com.br."
onde e realizada a Bienal Internacional do Livro de Sao Paulo?,A Bienal Internacional do Livro de Sao Paulo e realizada em Sao Paulo (SP) - Pavilhao do Anhembi.
onde fica a Bienal do Livro de Sao Paulo?,"A Bienal Internacional do Livro de Sao Paulo acontece em Sao Paulo (SP) - Pavilhao do Anhembi. Endereco: Av. Olavo Fontoura, 1209 - Santana, Sao Paulo (SP) - CEP 02012-021 (Pavilhao do Anhembi)."
quanto custa o ingresso da Festa Literaria POA?,"Os precos dos ingressos da Festa Literaria de Porto Alegre variam a cada edicao. Em geral, ha ingressos simbolicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em festaliterariaportaalegre.com.br."
me conta sobre a Bienal Internacional do Livro de Sao Paulo,"A Bienal Internacional do Livro de Sao Paulo e um dos maiores eventos literarios da America Latina, reunindo editoras, autores e leitores do mundo inteiro. Acesse www.bienaldolivro.com.br para mais informacoes."
quais escritores ja estiveram na Feira do Livro POA?,"A Feira do Livro de Porto Alegre ja recebeu como convidados nomes como Milton Hatoum, Ailton Krenak e Conceicao Evaristo, entre outros autores brasileiros e internacionais. Os convidados de cada nova edicao sao anunciados em www.feiradolivro.com.br."
me diz autores que ja foram na Feira Unesp,"A Feira do Livro da Unesp ja recebeu como convidados nomes como Milton Hatoum, Conceicao Evaristo e Djamila Ribeiro, entre outros autores brasileiros e internacionais. Os convidados de cada nova edicao sao anunciados em www.livraria.unesp.br."
quem sao os homenageados da Feira Unesp?,"A Feira do Livro da Unesp ja prestou homenagem a grandes nomes da literatura, como Florestan Fernandes, Paulo Freire e Mario de Andrade. O autor ou autora homenageado(a) de cada edicao e anunciado(a) em www.livraria.unesp.br."
opa,"Ola! Sou o ChatLitera, seu guia sobre feiras literarias brasileiras. Posso ajudar com datas, locais, programacao, ingressos e muito mais. O que voce quer saber?"
qual o endereco completo da Feira Unesp?,"O endereco da Feira do Livro da Unesp e: Rua Quirino de Andrade, 215 - Centro, Sao Paulo (SP) - CEP 01049-010 (Editora Unesp / Livraria da Unesp). Para informacoes de transporte e estacionamento, consulte www.livraria.unesp.br."
qual a cidade da FLIC?,A FLIC - Festa Literaria de Belo Horizonte e realizada em Belo Horizonte (MG).
quanto custa o ingresso da Bienal Rio?,"Os precos dos ingressos da Bienal do Rio de Janeiro variam a cada edicao. Em geral, ha ingressos simbolicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.bienaldorio.com.br."
me da o endereco da FLOR,"O endereco da FLOR - Feira Literaria do Orgulho e Resistencia e: Largo do Arouche, s/n - Republica, Sao Paulo (SP) - CEP 01219-010 (Largo do Arouche e adjacencias). Para informacoes de transporte e estacionamento, consulte www.feiraflor.com.br."
quero saber tudo sobre a Feira do Livro POA,"A Feira do Livro de Porto Alegre e a mais antiga feira literaria do Brasil, realizada ao ar livre na iconica Praca da Alfandega desde 1955. Ocorre em outubro/novembro em Porto Alegre (RS) - Praca da Alfandega. Mais informacoes em www.feiradolivro.com.br."
qual o endereco da FLIC?,"A FLIC - Festa Literaria de Belo Horizonte acontece em: Praca da Liberdade, s/n - Funcionarios, Belo Horizonte (MG) - CEP 30140-010 (Circuito Liberdade). Mais detalhes logisticos em www.flicbh.com.br."
qual o impacto da Festa Literaria POA?,"A Festa Literaria de Porto Alegre e fundamental para fomentar a leitura e a cultura no Brasil, conectando autores, editoras e leitores de todo o pais. E uma experiencia enriquecedora para qualquer amante da literatura."
qual a historia da Bienal do Livro SP?,"A Bienal Internacional do Livro de Sao Paulo e um dos maiores eventos literarios da America Latina, reunindo editoras, autores e leitores do mundo inteiro. Acesse www.bienaldolivro.com.br para mais informacoes."
me diz autores que ja foram na Bienal do Livro SP,"A Bienal Internacional do Livro de Sao Paulo ja recebeu como convidados nomes como Milton Hatoum, Djamila Ribeiro e Ailton Krenak, entre outros autores brasileiros e internacionais. Os convidados de cada nova edicao sao anunciados em www.bienaldolivro.com.br."
quem ja participou da Feira do Livro POA?,"A Feira do Livro de Porto Alegre ja recebeu como convidados nomes como Milton Hatoum, Djamila Ribeiro e Itamar Vieira Junior, entre outros autores brasileiros e internacionais. Os convidados de cada nova edicao sao anunciados em www.feiradolivro.com.br."
em que rua fica a Flipocos?,"O endereco da Flipocos - Festa Literaria de Pocos de Caldas e: Thermas Antonio Carlos - Av. Francisco Salles, 544 - Centro, Pocos de Caldas (MG) - CEP 37701-366. Para informacoes de transporte e estacionamento, consulte www.flipocos.com.br."
vale a pena ir na Bienal do Livro SP?,"Com certeza! A Bienal Internacional do Livro de Sao Paulo e um dos maiores eventos literarios da America Latina, reunindo editoras, autores e leitores do mundo inteiro. Confira a programacao em www.bienaldolivro.com.br e planeje sua visita."
